@relation R_data_frame

@attribute V1 {1,2,3,4}
@attribute V2 {1,2,3}
@attribute V3 {1,2,3}
@attribute V4 {1,2,3,4}
@attribute V5 {1,2,3,4,5,6,7,8,9,10,11}
@attribute V6 {1,2,3,4,5,6,7,8}
@attribute V7 {1,2,3,4}
@attribute V8 {1,2,3,4,5,6,7,8}
@attribute V9 {1,2,3,4,5}
@attribute V10 {1,2,3,4,5,6,7,8,9,10}
@attribute V11 {1,2,3,4}
@attribute V12 {1,2,3}
@attribute TRAIN_Y_DISCRETIZED {-1,1}

@data
1,3,3,3,3,5,1,3,4,6,1,2,1
1,3,3,2,8,3,1,3,4,1,2,1,1
1,2,3,2,4,3,1,1,1,3,1,2,-1
1,3,3,3,1,5,1,1,1,8,1,2,1
2,1,2,1,8,1,1,3,1,3,1,2,1
1,3,3,2,1,3,1,1,2,7,1,2,1
1,2,1,1,1,2,1,3,4,6,1,2,-1
2,1,3,1,10,1,1,4,1,3,1,2,1
2,1,2,1,4,1,1,1,1,1,2,2,1
1,1,2,2,4,1,1,1,1,1,2,2,1
2,1,3,1,8,1,1,1,1,3,2,2,1
2,2,2,2,3,1,1,4,1,1,2,1,1
4,3,1,2,1,3,3,3,1,1,3,1,1
1,3,3,2,1,4,1,1,3,3,1,2,1
1,2,1,1,1,1,1,3,3,6,1,2,1
2,3,3,3,1,7,1,1,3,4,1,2,-1
1,3,3,2,1,5,1,1,4,8,1,2,1
1,3,2,1,1,3,1,3,2,1,2,1,1
2,3,1,2,1,3,1,1,4,6,1,2,1
1,2,3,2,4,2,1,3,4,3,1,1,-1
1,1,2,1,3,1,1,3,1,1,2,2,1
2,2,3,2,3,3,1,3,3,1,2,1,1
1,2,3,1,4,1,1,4,1,1,2,2,-1
1,1,1,1,4,1,1,4,1,1,2,2,1
1,3,3,2,3,3,1,4,4,3,1,1,1
2,3,3,3,1,3,1,6,1,1,3,1,1
2,3,3,3,1,5,1,4,1,1,2,2,-1
2,3,3,3,1,8,1,4,3,7,1,2,1
3,2,3,2,4,1,2,3,1,1,2,2,1
2,1,1,1,4,1,1,4,3,1,2,2,-1
1,3,1,1,1,3,1,3,1,1,2,2,1
2,3,2,2,1,3,2,3,4,8,1,2,1
2,3,1,2,1,3,2,4,2,3,1,2,-1
1,3,3,2,1,5,1,1,1,6,1,2,1
1,3,3,2,1,5,1,1,1,3,2,3,1
2,2,1,2,1,3,1,3,3,3,1,2,-1
2,3,3,2,3,3,1,4,1,1,2,2,1
1,1,1,1,3,1,1,3,1,1,2,2,1
1,1,2,1,4,1,1,4,1,3,1,2,1
2,2,1,1,3,1,1,3,3,3,1,2,-1
1,2,3,2,3,2,1,4,1,1,2,2,1
2,3,3,2,3,3,2,3,4,3,1,1,1
2,2,3,1,10,1,2,4,3,3,1,2,1
2,3,1,1,1,4,1,1,4,8,1,2,-1
1,3,1,1,1,3,1,1,4,8,1,2,1
1,2,1,2,1,3,1,4,1,1,2,2,1
2,2,2,1,4,1,1,3,1,1,2,2,1
1,3,3,2,1,5,1,1,4,3,1,1,-1
2,3,1,2,1,5,1,1,1,3,1,2,1
1,2,1,2,1,3,1,1,1,1,2,2,1
1,1,2,2,3,2,1,1,1,1,2,2,1
1,1,1,2,1,1,1,4,1,1,2,2,-1
2,3,2,1,1,3,1,3,4,6,1,1,1
2,2,3,1,4,1,2,1,1,4,1,2,1
1,3,3,2,10,3,1,3,3,7,1,2,-1
1,3,3,3,10,3,1,3,3,3,1,2,1
3,1,2,1,4,1,2,1,2,6,1,2,1
2,2,3,2,4,1,1,1,4,8,1,2,-1
1,3,3,2,1,3,1,1,1,6,1,2,1
2,3,1,2,1,8,1,3,1,1,2,2,1
2,3,1,2,1,5,1,1,1,1,4,1,1
2,1,3,1,8,1,2,1,1,1,2,2,-1
1,2,2,1,1,3,1,1,3,6,1,2,1
2,3,3,2,4,3,1,1,1,1,2,2,1
2,2,3,2,3,1,1,3,1,3,1,2,1
2,2,1,1,3,2,1,1,1,3,1,2,-1
1,3,3,2,3,3,1,3,3,3,1,2,1
2,2,3,1,3,2,1,1,4,8,1,2,1
2,2,1,1,1,3,1,1,1,1,2,2,1
2,3,3,3,1,4,2,1,1,1,2,2,-1
2,1,3,1,11,1,2,1,1,1,2,2,1
2,2,3,3,8,3,1,3,3,8,1,2,1
1,3,1,2,1,4,1,3,4,6,1,1,1
2,2,1,2,1,3,1,3,3,8,1,2,-1
2,3,2,2,1,3,1,3,2,3,2,2,1
2,2,1,2,1,3,1,3,3,8,1,2,-1
2,3,2,2,1,3,1,3,2,3,2,2,1
2,2,3,2,3,3,1,4,1,1,2,2,1
3,3,2,2,1,3,2,1,3,6,1,2,1
2,3,2,2,1,5,1,1,3,3,1,2,1
2,2,3,3,1,3,1,3,1,3,1,2,1
2,2,3,2,4,1,1,3,1,3,2,2,1
1,3,1,2,1,3,1,3,1,1,2,2,1
3,3,3,2,1,4,2,1,1,6,1,2,1
1,3,3,2,1,4,1,4,3,3,1,2,1
2,2,1,1,1,3,1,1,3,8,1,2,-1
3,2,1,2,1,1,2,3,1,1,2,2,1
1,1,3,1,8,1,1,1,1,1,2,2,1
2,3,3,3,4,3,1,1,3,1,2,1,-1
2,2,3,2,4,3,1,1,1,1,2,2,1
2,3,3,3,1,5,2,1,4,9,1,2,1
2,2,1,1,1,2,1,3,1,1,2,2,-1
1,3,3,2,3,3,1,3,5,6,1,1,1
2,3,3,2,4,3,1,4,1,1,4,1,-1
2,1,1,2,1,1,1,3,1,3,1,2,1
1,2,3,4,1,3,1,1,1,1,2,2,-1
1,2,3,2,3,3,1,3,1,1,2,1,1
2,2,2,1,4,1,4,1,1,7,1,2,-1
2,2,1,1,3,1,1,4,3,3,1,1,1
1,3,2,2,1,4,1,1,4,10,1,2,-1
2,3,1,1,1,3,1,1,1,1,2,1,1
2,3,3,2,4,3,1,4,1,1,4,1,-1
2,3,1,1,1,3,1,1,1,1,2,1,1
1,3,1,1,1,4,1,1,1,1,2,2,-1
2,3,3,2,1,5,1,4,4,1,2,1,1
2,2,3,3,4,3,1,1,3,6,1,2,-1
2,3,3,2,4,3,2,1,3,7,1,2,1
1,3,1,2,1,3,1,1,2,3,1,2,-1
1,2,3,2,4,1,1,1,3,3,1,2,1
2,2,3,1,4,1,2,1,4,7,1,2,-1
2,1,3,1,10,1,1,1,3,10,1,3,1
1,3,1,2,1,5,1,4,3,3,1,2,-1
1,3,1,1,1,3,1,4,1,3,1,2,1
2,2,3,1,4,1,1,4,1,1,2,1,-1
1,1,3,1,4,1,1,1,1,1,1,2,1
2,2,2,2,1,3,1,4,1,1,2,2,-1
